Id,Location,Price,Type,No. Beds,No. Baths,Area,Latitude,Longitude,Region,Sub-region
225,"Rayer Bazaar, Hazaribag, Dhaka",7276500,Apartment,3,3,1323,23.74769,90.36325,Hazaribag,Rayer Bazaar
226,"Rayer Bazaar, Hazaribag, Dhaka",6880500,Apartment,3,3,1251,23.74769,90.36325,Hazaribag,Rayer Bazaar
227,"Bawnia, Turag, Dhaka",8600000,Apartment,3,4,1700,23.73795,90.39749,Turag,Bawnia
228,"Pirerbag, Mirpur, Dhaka",40000000,Building,22,10,11880,23.81223,90.35967,Mirpur,Pirerbag
229,"Road No 4A, Dhanmondi, Dhaka",10000000,Apartment,3,3,1392,23.76629,90.41775,Dhanmondi,Road No 4A
230,"Road No 4A, Dhanmondi, Dhaka",12000000,Apartment,3,3,1221,23.76629,90.41775,Dhanmondi,Road No 4A
231,"South Badda, Badda, Dhaka",5750000,Apartment,3,3,1150,23.81501,90.43623,Badda,South Badda
232,"Manda, Mugdapara, Dhaka",2000000,Apartment,2,1,425,23.72813,90.42969,Mugdapara,Manda
233,"Doniya, Shyampur, Dhaka",4200000,Apartment,3,2,1000,23.68094,90.43935,Shyampur,Doniya
234,"Manda, Mugdapara, Dhaka",2000000,Apartment,2,1,425,23.72813,90.42969,Mugdapara,Manda
235,"Pirerbag, Mirpur, Dhaka",6700000,Apartment,3,3,1500,23.81223,90.35967,Mirpur,Pirerbag
236,"Sector 4, Uttara, Dhaka",22000000,Apartment,4,4,2700,23.86846,90.3928,Uttara,Sector 4
237,"Section 11, Mirpur, Dhaka",15000000,Apartment,4,4,2500,23.81223,90.35967,Mirpur,Section 11
238,"Manda, Mugdapara, Dhaka",2000000,Apartment,2,1,425,23.72813,90.42969,Mugdapara,Manda
239,"Bochila, Mohammadpur, Dhaka",5900000,Apartment,3,3,1265,23.76427,90.36547,Mohammadpur,Bochila
240,"Nobodoy Housing Society, Mohammadpur, Dhaka",10830000,Apartment,3,3,1900,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
241,"Nobodoy Housing Society, Mohammadpur, Dhaka",10830000,Apartment,3,3,1900,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
242,"Pirerbag, Mirpur, Dhaka",5500000,Apartment,3,2,1075,23.81223,90.35967,Mirpur,Pirerbag
243,"PC Culture Housing, Mohammadpur, Dhaka",9600000,Apartment,3,3,1662,23.76427,90.36547,Mohammadpur,PC Culture Housing
244,"Block F, Bashundhara R-A, Dhaka",12000000,Apartment,3,4,1605,23.75625,90.36915,BashundharaR-A,Block F
245,"Block F, Bashundhara R-A, Dhaka",12000000,Apartment,3,4,1605,23.75625,90.36915,BashundharaR-A,Block F
246,"Nurjahan Road, Mohammadpur, Dhaka",4200000,Apartment,2,2,650,23.76037,90.36193,Mohammadpur,Nurjahan Road
247,"Nurjahan Road, Mohammadpur, Dhaka",4200000,Apartment,2,2,650,23.76037,90.36193,Mohammadpur,Nurjahan Road
248,"Pirerbag, Mirpur, Dhaka",5000000,Apartment,3,2,1075,23.81223,90.35967,Mirpur,Pirerbag
249,"Manda, Mugdapara, Dhaka",2000000,Apartment,2,1,425,23.72813,90.42969,Mugdapara,Manda
250,"Nobodoy Housing Society, Mohammadpur, Dhaka",4700000,Apartment,2,2,1000,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
251,"Sector 11, Uttara, Dhaka",5000000,Apartment,3,2,950,23.86846,90.3928,Uttara,Sector 11
252,"Block A, Banasree, Dhaka",7500000,Apartment,3,4,1370,23.76354,90.4318,Banasree,Block A
253,"Block C, Khilgaon, Dhaka",10000000,Apartment,3,3,1400,23.75349,90.42469,Khilgaon,Block C
254,"Mohammadi Housing LTD., Mohammadpur, Dhaka",4900000,Apartment,2,2,820,23.76427,90.36547,Mohammadpur,Mohammadi Housing LTD.
255,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",9450000,Apartment,3,3,1500,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
256,"Nobodoy Housing Society, Mohammadpur, Dhaka",4600000,Apartment,2,2,930,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
257,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",9639000,Apartment,3,3,1530,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
258,"West Shewrapara, Mirpur, Dhaka",4300000,Apartment,3,2,950,23.81223,90.35967,Mirpur,West Shewrapara
259,"North Azampur, Dakshin Khan, Dhaka",4000000,Apartment,2,2,850,23.85159,90.4151,DakshinKhan,North Azampur
260,"North Azampur, Dakshin Khan, Dhaka",4000000,Apartment,2,2,850,23.85159,90.4151,DakshinKhan,North Azampur
261,"North Azampur, Dakshin Khan, Dhaka",4000000,Apartment,3,2,900,23.85159,90.4151,DakshinKhan,North Azampur
262,"Jagannathpur, Badda, Dhaka",4200000,Apartment,3,2,940,23.77876,90.42571,Badda,Jagannathpur
263,"Shyamoli Housing (2nd Project), Adabor, Dhaka",6250000,Apartment,3,3,1200,23.76747,90.35282,Adabor,Shyamoli Housing (2nd Project)
264,"Shyamoli Housing (2nd Project), Adabor, Dhaka",6250000,Apartment,3,3,1200,23.76747,90.35282,Adabor,Shyamoli Housing (2nd Project)
265,"Sector 12, Uttara, Dhaka",11000000,Apartment,3,4,1654,23.86846,90.3928,Uttara,Sector 12
266,"Kamarpara, Turag, Dhaka",6200000,Apartment,3,3,1273,23.89118,90.38861,Turag,Kamarpara
267,"Luxmibazar, Sutrapur, Dhaka",5600000,Apartment,3,2,900,23.70311,90.42015,Sutrapur,Luxmibazar
268,"Shyamoli Housing (2nd Project), Adabor, Dhaka",6250000,Apartment,3,3,1200,23.76747,90.35282,Adabor,Shyamoli Housing (2nd Project)
269,"North Azampur, Dakshin Khan, Dhaka",4000000,Apartment,3,2,900,23.85159,90.4151,DakshinKhan,North Azampur
270,"Manda, Mugdapara, Dhaka",2000000,Apartment,2,1,425,23.72813,90.42969,Mugdapara,Manda
271,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",9450000,Apartment,3,3,1500,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
272,"PC Culture Housing, Mohammadpur, Dhaka",7700000,Apartment,3,3,1350,23.76427,90.36547,Mohammadpur,PC Culture Housing
273,"Babar Road, Mohammadpur, Dhaka",5300000,Apartment,2,2,860,23.77026,90.36731,Mohammadpur,Babar Road
274,"Tali office Road, Hazaribag, Dhaka",3800000,Apartment,2,2,765,23.7448,90.36347,Hazaribag,Tali office Road
275,"Manda, Mugdapara, Dhaka",2000000,Apartment,2,1,425,23.72813,90.42969,Mugdapara,Manda
276,"Shyamoli Housing (2nd Project), Adabor, Dhaka",3000000,Apartment,2,2,750,23.76747,90.35282,Adabor,Shyamoli Housing (2nd Project)
277,"Block C, Aftab Nagar, Dhaka",29300000,Plot,,,2476,23.75596,90.37065,AftabNagar,Block C
278,"Chairman Para, Dakshin Khan, Dhaka",33000000,Building,20,10,7200,23.85159,90.4151,DakshinKhan,Chairman Para
279,"Sector 13, Purbachal, Dhaka",37000000,Plot,,,3640,23.85954,90.39853,Purbachal,Sector 13
280,"Uttar Badda, Badda, Dhaka",8000000,Apartment,3,3,1250,23.81501,90.43623,Badda,Uttar Badda
281,"Road No 10B, Banani, Dhaka",37000000,Apartment,3,3,2250,23.76629,90.41775,Banani,Road No 10B
282,"Sector 12, Uttara, Dhaka",16500000,Apartment,3,4,1842,23.86846,90.3928,Uttara,Sector 12
283,"Purbachal, Dhaka",28000000,Plot,,,4368,23.82653,90.42906,Purbachal,
284,"Sector 27, Purbachal, Dhaka",42000000,Plot,,,5400,23.82653,90.42906,Purbachal,Sector 27
285,"Block E, Lalmatia, Dhaka",3650000,Apartment,2,2,650,23.81881,90.37802,Lalmatia,Block E
286,"Sector 12, Uttara, Dhaka",16500000,Apartment,3,3,1842,23.86846,90.3928,Uttara,Sector 12
287,"Sector 12, Uttara, Dhaka",16500000,Apartment,3,4,1842,23.86846,90.3928,Uttara,Sector 12
288,"Road No 6, Niketan, Dhaka",14000000,Apartment,3,3,1566,23.77338,90.40971,Niketan,Road No 6
289,"Tali office Road, Hazaribag, Dhaka",6900000,Apartment,2,2,1150,23.7448,90.36347,Hazaribag,Tali office Road
290,"Bawnia, Turag, Dhaka",8600000,Duplex,3,4,1700,23.73795,90.39749,Turag,Bawnia
291,"Bawnia, Turag, Dhaka",8600000,Duplex,3,4,1700,23.73795,90.39749,Turag,Bawnia
292,"Sector 4, Uttara, Dhaka",26000000,Apartment,4,4,2250,23.86846,90.3928,Uttara,Sector 4
293,"Block F, Bashundhara R-A, Dhaka",10000000,Apartment,3,4,1450,23.75625,90.36915,BashundharaR-A,Block F
294,"Dhaka Housing Main Road, Shyamoli, Dhaka",2805000,Apartment,2,2,850,23.77395,90.35933,Shyamoli,Dhaka Housing Main Road
295,"Shonir Akhra, Shyampur, Dhaka",4000000,Apartment,3,2,990,23.702720000000003,90.45067,Shyampur,Shonir Akhra
296,"South Banasree Project, Banasree, Dhaka",10000000,Apartment,3,2,1440,23.76354,90.4318,Banasree,South Banasree Project
297,"Road No 1, Banani, Dhaka",18000000,Apartment,3,3,1960,23.7742,90.36502,Banani,Road No 1
298,"Pallabi, Mirpur, Dhaka",5362500,Apartment,3,2,975,23.82566,90.37001,Mirpur,Pallabi
299,"Pallabi, Mirpur, Dhaka",5362500,Apartment,3,2,975,23.82566,90.37001,Mirpur,Pallabi
300,"Pallabi, Mirpur, Dhaka",5362500,Apartment,3,2,975,23.82566,90.37001,Mirpur,Pallabi
301,"Pallabi, Mirpur, Dhaka",5362500,Apartment,3,2,975,23.82566,90.37001,Mirpur,Pallabi
302,"Pallabi, Mirpur, Dhaka",5362500,Apartment,3,2,975,23.82566,90.37001,Mirpur,Pallabi
303,"South Banasree Project, Banasree, Dhaka",6000000,Apartment,3,3,1120,23.76354,90.4318,Banasree,South Banasree Project
304,"South Banasree Project, Banasree, Dhaka",6000000,Apartment,3,3,1120,23.76354,90.4318,Banasree,South Banasree Project
305,"New Eskaton Road, Eskaton, Dhaka",13000000,Apartment,3,3,1245,23.74751,90.40013,Eskaton,New Eskaton Road
306,"Dhaka Housing Main Road, Shyamoli, Dhaka",8800000,Apartment,3,3,1490,23.77395,90.35933,Shyamoli,Dhaka Housing Main Road
307,"West Shewrapara, Mirpur, Dhaka",4000000,Apartment,3,2,950,23.81223,90.35967,Mirpur,West Shewrapara
308,"Road No 1, Dhanmondi, Dhaka",18000000,Apartment,3,3,1500,23.7742,90.36502,Dhanmondi,Road No 1
309,"Sector 10, Uttara, Dhaka",9500000,Apartment,3,3,1486,23.86846,90.3928,Uttara,Sector 10
310,"Dhaka Uddan, Mohammadpur, Dhaka",4224000,Apartment,3,3,980,23.76427,90.36547,Mohammadpur,Dhaka Uddan
311,"Dhaka Uddan, Mohammadpur, Dhaka",4756000,Apartment,3,3,1120,23.76427,90.36547,Mohammadpur,Dhaka Uddan
312,"Pirerbag, Mirpur, Dhaka",5500000,Apartment,3,2,1175,23.81223,90.35967,Mirpur,Pirerbag
313,"Section 10, Mirpur, Dhaka",8000000,Apartment,3,2,1265,23.81223,90.35967,Mirpur,Section 10
314,"Pirerbag, Mirpur, Dhaka",4500000,Apartment,3,2,1100,23.81223,90.35967,Mirpur,Pirerbag
315,"Dhaka Uddan, Mohammadpur, Dhaka",4224000,Apartment,3,3,980,23.76427,90.36547,Mohammadpur,Dhaka Uddan
316,"Dhaka Uddan, Mohammadpur, Dhaka",4224000,Apartment,3,3,980,23.76427,90.36547,Mohammadpur,Dhaka Uddan
317,"Nawabgonj, Lalbagh, Dhaka",1400000,Apartment,1,1,450,23.72163,90.38809,Lalbagh,Nawabgonj
318,"South Jatra Bari, Jatra Bari, Dhaka",5000000,Apartment,4,2,1200,23.70411,90.43434,JatraBari,South Jatra Bari
319,"Jigatola, Hazaribag, Dhaka",9622000,Apartment,3,3,1415,23.73926,90.37563,Hazaribag,Jigatola
320,"Jigatola, Hazaribag, Dhaka",9622000,Apartment,3,3,1415,23.73926,90.37563,Hazaribag,Jigatola
321,"Jigatola, Hazaribag, Dhaka",9622000,Apartment,3,3,1415,23.73926,90.37563,Hazaribag,Jigatola
322,"Jigatola, Hazaribag, Dhaka",9622000,Apartment,3,3,1415,23.73926,90.37563,Hazaribag,Jigatola
323,"Pallabi, Mirpur, Dhaka",10000000,Apartment,3,4,1554,23.82566,90.37001,Mirpur,Pallabi
324,"Jigatola, Hazaribag, Dhaka",8670000,Apartment,3,3,1275,23.73926,90.37563,Hazaribag,Jigatola
325,"Jigatola, Hazaribag, Dhaka",8670000,Apartment,3,3,1275,23.73926,90.37563,Hazaribag,Jigatola
326,"Jigatola, Hazaribag, Dhaka",8670000,Apartment,3,3,1275,23.73926,90.37563,Hazaribag,Jigatola
327,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2,2,850,23.7921,90.37846,Tejgaon,Karwan Bazar
328,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2,2,850,23.7921,90.37846,Tejgaon,Karwan Bazar
329,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2,2,850,23.7921,90.37846,Tejgaon,Karwan Bazar
330,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2,2,850,23.7921,90.37846,Tejgaon,Karwan Bazar
331,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2,2,850,23.7921,90.37846,Tejgaon,Karwan Bazar
332,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2,2,850,23.7921,90.37846,Tejgaon,Karwan Bazar
333,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2,2,850,23.7921,90.37846,Tejgaon,Karwan Bazar
334,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2,2,850,23.7921,90.37846,Tejgaon,Karwan Bazar
335,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2,2,850,23.7921,90.37846,Tejgaon,Karwan Bazar
336,"Mohammadi Housing LTD., Mohammadpur, Dhaka",4500000,Apartment,2,2,820,23.76427,90.36547,Mohammadpur,Mohammadi Housing LTD.
337,"Pallabi, Mirpur, Dhaka",7000000,Apartment,3,4,1450,23.82566,90.37001,Mirpur,Pallabi
338,"Chamilibag, Shantinagar, Dhaka",10000000,Apartment,3,3,1655,23.74073,90.413,Shantinagar,Chamilibag
339,"Pallabi, Mirpur, Dhaka",8000000,Apartment,3,4,1485,23.82566,90.37001,Mirpur,Pallabi
340,"Section 10, Mirpur, Dhaka",8000000,Apartment,3,3,1265,23.81223,90.35967,Mirpur,Section 10
341,"Shaheed Tajuddin Ahmed Ave, Maghbazar, Dhaka",10500000,Apartment,3,3,1482,23.75966,90.39957,Maghbazar,Shaheed Tajuddin Ahmed Ave
342,"Shaheed Tajuddin Ahmed Ave, Maghbazar, Dhaka",10500000,Apartment,3,3,1482,23.75966,90.39957,Maghbazar,Shaheed Tajuddin Ahmed Ave
343,"Naya Paltan, Motijheel, Dhaka",12000000,Apartment,3,3,1480,23.72558,90.42179,Motijheel,Naya Paltan
344,"Dhour Mouza, Turag, Dhaka",3800000,Apartment,3,3,1100,23.89338,90.36657,Turag,Dhour Mouza
345,"Dhour Mouza, Turag, Dhaka",3800000,Apartment,3,3,1100,23.89338,90.36657,Turag,Dhour Mouza
346,"Dhour Mouza, Turag, Dhaka",3800000,Apartment,3,3,1100,23.89338,90.36657,Turag,Dhour Mouza
347,"Jigatola, Hazaribag, Dhaka",8908000,Apartment,3,3,1310,23.73926,90.37563,Hazaribag,Jigatola
348,"Jigatola, Hazaribag, Dhaka",8908000,Apartment,3,3,1310,23.73926,90.37563,Hazaribag,Jigatola
349,"East Bashabo, Bashabo, Dhaka",7308000,Apartment,3,3,1290,23.7405,90.43472,Bashabo,East Bashabo
350,"Jigatola, Hazaribag, Dhaka",8908000,Apartment,3,3,1310,23.73926,90.37563,Hazaribag,Jigatola
351,"3rd Colony, Mirpur, Dhaka",4000000,Apartment,3,2,1000,23.81223,90.35967,Mirpur,3rd Colony
352,"East Bashabo, Bashabo, Dhaka",7048000,Apartment,3,3,1240,23.7405,90.43472,Bashabo,East Bashabo
353,"North Jatra Bari, Jatra Bari, Dhaka",4800000,Apartment,2,2,1000,23.71667,90.42181,JatraBari,North Jatra Bari
354,"Sector 12, Uttara, Dhaka",5700000,Apartment,2,2,850,23.86846,90.3928,Uttara,Sector 12
355,"Jigatola, Hazaribag, Dhaka",8908000,Apartment,3,3,1310,23.73926,90.37563,Hazaribag,Jigatola
356,"Pallabi, Mirpur, Dhaka",9700000,Apartment,3,3,1380,23.82566,90.37001,Mirpur,Pallabi
357,"Sector 10, Uttara, Dhaka",9200000,Apartment,3,3,1335,23.86846,90.3928,Uttara,Sector 10
358,"Block E, Bashundhara R-A, Dhaka",18000000,Apartment,4,5,2380,23.66803,90.43935,BashundharaR-A,Block E
359,"Block E, Bashundhara R-A, Dhaka",18000000,Apartment,4,5,2380,23.66803,90.43935,BashundharaR-A,Block E
360,"Block E, Bashundhara R-A, Dhaka",18000000,Apartment,4,5,2380,23.66803,90.43935,BashundharaR-A,Block E
361,"Pallabi, Mirpur, Dhaka",10000000,Apartment,3,4,1554,23.82566,90.37001,Mirpur,Pallabi
362,"Pallabi, Mirpur, Dhaka",10000000,Apartment,3,4,1554,23.82566,90.37001,Mirpur,Pallabi
363,"Pallabi, Mirpur, Dhaka",10000000,Apartment,3,4,1554,23.82566,90.37001,Mirpur,Pallabi
364,"Pallabi, Mirpur, Dhaka",10000000,Apartment,3,4,1554,23.82566,90.37001,Mirpur,Pallabi
365,"Pallabi, Mirpur, Dhaka",10000000,Apartment,3,4,1554,23.82566,90.37001,Mirpur,Pallabi
366,"Lake City Concord, Khilkhet, Dhaka",6000000,Apartment,3,2,1330,23.76428,90.37257,Khilkhet,Lake City Concord
367,"Ashkona, Dakshin Khan, Dhaka",4100000,Apartment,3,2,925,23.85159,90.4151,DakshinKhan,Ashkona
368,"Pirerbag, Mirpur, Dhaka",7000000,Apartment,3,3,1429,23.81223,90.35967,Mirpur,Pirerbag
369,"Road No 28, Banani, Dhaka",30000000,Apartment,3,5,2200,23.76629,90.41775,Banani,Road No 28
370,"Pirerbag, Mirpur, Dhaka",7000000,Apartment,3,3,1463,23.81223,90.35967,Mirpur,Pirerbag
371,"Block M, Bashundhara R-A, Dhaka",25000000,Plot,,,2912,23.66803,90.43935,BashundharaR-A,Block M
372,"Section 1, Mirpur, Dhaka",8600000,Apartment,3,3,1276,23.81223,90.35967,Mirpur,Section 1
373,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2,2,850,23.7921,90.37846,Tejgaon,Karwan Bazar
374,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2,2,850,23.7921,90.37846,Tejgaon,Karwan Bazar
375,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2,2,850,23.7921,90.37846,Tejgaon,Karwan Bazar
376,"Jigatola, Hazaribag, Dhaka",8670000,Apartment,3,3,1275,23.73926,90.37563,Hazaribag,Jigatola
377,"Sector 18, Uttara, Dhaka",9000000,Apartment,3,3,1654,23.86846,90.3928,Uttara,Sector 18
378,"Section 2, Mirpur, Dhaka",4700000,Apartment,2,2,900,23.81223,90.35967,Mirpur,Section 2
379,"Indira Road, Tejgaon, Dhaka",7000000,Apartment,3,3,1300,23.75641,90.3887,Tejgaon,Indira Road
380,"Pirerbag, Mirpur, Dhaka",2900000,Apartment,3,2,800,23.81223,90.35967,Mirpur,Pirerbag
381,"Block I, Bashundhara R-A, Dhaka",11500000,Apartment,3,4,1500,23.66803,90.43935,BashundharaR-A,Block I
382,"Sector 5, Uttara, Dhaka",45000000,Apartment,4,4,2461,23.86846,90.3928,Uttara,Sector 5
383,"East Rampura, Rampura, Dhaka",5000000,Apartment,3,2,1000,23.76036,90.41909,Rampura,East Rampura
384,"Block N, Bashundhara R-A, Dhaka",14000000,Plot,,,2912,23.66803,90.43935,BashundharaR-A,Block N
385,"Gulshan 1, Gulshan, Dhaka",35000000,Apartment,3,5,2000,23.79059,90.42566,Gulshan,Gulshan 1
386,"Pallabi, Mirpur, Dhaka",10000000,Apartment,3,4,1554,23.82566,90.37001,Mirpur,Pallabi
387,"Pallabi, Mirpur, Dhaka",10000000,Apartment,3,4,1554,23.82566,90.37001,Mirpur,Pallabi
388,"Block I, Bashundhara R-A, Dhaka",9100000,Apartment,3,4,1300,23.66803,90.43935,BashundharaR-A,Block I
389,"Block I, Bashundhara R-A, Dhaka",9100000,Apartment,3,4,1300,23.66803,90.43935,BashundharaR-A,Block I
390,"New Eskaton Road, Eskaton, Dhaka",9000000,Apartment,3,3,1200,23.74751,90.40013,Eskaton,New Eskaton Road
391,"Block B, Bashundhara R-A, Dhaka",18000000,Apartment,3,3,2072,23.75729,90.36781,BashundharaR-A,Block B
392,"East Nakhalpara, Tejgaon, Dhaka",7100000,Apartment,3,3,1300,23.7921,90.37846,Tejgaon,East Nakhalpara
393,"Goran, Khilgaon, Dhaka",6800000,Apartment,3,3,1300,23.75349,90.42469,Khilgaon,Goran
394,"Pallabi, Mirpur, Dhaka",4000000,Apartment,2,2,820,23.82566,90.37001,Mirpur,Pallabi
395,"Block J, Bashundhara R-A, Dhaka",75000000,Building,36,10,6000,23.66803,90.43935,BashundharaR-A,Block J
396,"Pirerbag, Mirpur, Dhaka",6000000,Apartment,4,3,1120,23.81223,90.35967,Mirpur,Pirerbag
397,"Zinzira, Savar, Dhaka",2300000,Plot,,,2102,23.841520000000003,90.24643,Savar,Zinzira
398,"Pallabi, Mirpur, Dhaka",3500000,Apartment,2,2,750,23.82566,90.37001,Mirpur,Pallabi
399,"Tali office Road, Hazaribag, Dhaka",4600000,Apartment,3,3,1060,23.7448,90.36347,Hazaribag,Tali office Road
400,"Ashulia, Savar, Dhaka",5500000,Plot,,,3180,23.841520000000003,90.24643,Savar,Ashulia
401,"Ashulia, Savar, Dhaka",5200000,Plot,,,3052,23.841520000000003,90.24643,Savar,Ashulia
402,"Bashabo, Dhaka",9500000,Plot,,,1980,23.74009,90.43418,Bashabo,
403,"Sector 8, Purbachal, Dhaka",29500000,Plot,,,3640,23.8573,90.40043,Purbachal,Sector 8
404,"Bakshi Bazar, Lalbagh, Dhaka",13000000,Apartment,3,3,1368,23.71351,90.39957,Lalbagh,Bakshi Bazar
405,"Sector 7, Purbachal, Dhaka",28000000,Plot,,,3640,23.85706,90.40138,Purbachal,Sector 7
406,"Konapara, Demra, Dhaka",3600000,Apartment,3,2,1150,23.71032,90.46983,Demra,Konapara
407,"Sector 16, Purbachal, Dhaka",40000000,Plot,,,3640,23.82653,90.42906,Purbachal,Sector 16
408,"Sector 9, Purbachal, Dhaka",35000000,Plot,,,3640,23.82653,90.42906,Purbachal,Sector 9
409,"Sector 7, Purbachal, Dhaka",37000000,Plot,,,3640,23.85706,90.40138,Purbachal,Sector 7
410,"Sector 8, Purbachal, Dhaka",28000000,Plot,,,3640,23.8573,90.40043,Purbachal,Sector 8
411,"Sector 9, Purbachal, Dhaka",16500000,Plot,,,2184,23.82653,90.42906,Purbachal,Sector 9
412,"Sector 8, Purbachal, Dhaka",29500000,Plot,,,3640,23.8573,90.40043,Purbachal,Sector 8
413,"Nobodoy Housing Society, Mohammadpur, Dhaka",4200000,Apartment,2,2,900,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
414,"Block G, Bashundhara R-A, Dhaka",10000000,Apartment,3,3,1500,23.78357,90.40878,BashundharaR-A,Block G
415,"Section 11, Mirpur, Dhaka",2500000,Apartment,2,2,750,23.81223,90.35967,Mirpur,Section 11
416,"Section 11, Mirpur, Dhaka",2500000,Apartment,2,2,750,23.81223,90.35967,Mirpur,Section 11
417,"Block A, Bashundhara R-A, Dhaka",8500000,Apartment,3,3,1350,23.75669,90.37316,BashundharaR-A,Block A
418,"Block G, Bashundhara R-A, Dhaka",10500000,Apartment,3,3,1570,23.78357,90.40878,BashundharaR-A,Block G
419,"Road No 5, Dhanmondi, Dhaka",35000000,Apartment,3,5,1800,23.75479,90.36056,Dhanmondi,Road No 5
420,"Block G, Banasree, Dhaka",7800000,Apartment,3,3,1530,23.76354,90.4318,Banasree,Block G
421,"Pallabi, Mirpur, Dhaka",7500000,Apartment,3,3,1500,23.82566,90.37001,Mirpur,Pallabi
422,"Kallyanpur, Mirpur, Dhaka",6250000,Apartment,3,3,1250,23.81467,90.37306,Mirpur,Kallyanpur
423,"Manikdi, Cantonment, Dhaka",3500000,Apartment,2,2,750,23.73905,90.46181,Cantonment,Manikdi
424,"Block E, Banasree, Dhaka",5500000,Apartment,3,2,1125,23.76354,90.4318,Banasree,Block E
425,"Asad Avenue, Mohammadpur, Dhaka",12800000,Apartment,3,3,1353,23.76114,90.37217,Mohammadpur,Asad Avenue
426,"Nayatola, Maghbazar, Dhaka",4000000,Apartment,2,2,744,23.75474,90.40769,Maghbazar,Nayatola
427,"Section 10, Mirpur, Dhaka",10000000,Apartment,3,3,1350,23.81223,90.35967,Mirpur,Section 10
428,"Manda Road, Mugdapara, Dhaka",5000000,Apartment,2,2,900,23.72813,90.42969,Mugdapara,Manda Road
429,"Bhagalpur, Hazaribag, Dhaka",4000000,Apartment,3,2,965,23.73176,90.37078,Hazaribag,Bhagalpur
430,"Manda Road, Mugdapara, Dhaka",1600000,Apartment,2,1,400,23.72813,90.42969,Mugdapara,Manda Road
431,"Manikdi, Cantonment, Dhaka",3500000,Apartment,2,2,750,23.73905,90.46181,Cantonment,Manikdi
432,"Block C, Bashundhara R-A, Dhaka",60000000,Apartment,7,8,6880,23.75596,90.37065,BashundharaR-A,Block C
433,"Kallyanpur, Mirpur, Dhaka",6250000,Apartment,3,3,1250,23.81467,90.37306,Mirpur,Kallyanpur
434,"Darussalam, Mirpur, Dhaka",7500000,Apartment,3,3,1245,23.7792,90.35374,Mirpur,Darussalam
435,"Kallyanpur, Mirpur, Dhaka",6250000,Apartment,3,3,1250,23.81467,90.37306,Mirpur,Kallyanpur
436,"Kallyanpur, Mirpur, Dhaka",6250000,Apartment,3,3,1250,23.81467,90.37306,Mirpur,Kallyanpur
437,"Darussalam, Mirpur, Dhaka",7500000,Apartment,3,3,1245,23.7792,90.35374,Mirpur,Darussalam
438,"Hossain Saheb Goli, Zafrabad, Dhaka",4000000,Apartment,3,3,1225,23.71875,90.36767,Zafrabad,Hossain Saheb Goli
439,"Kallyanpur, Mirpur, Dhaka",6250000,Apartment,3,3,1250,23.81467,90.37306,Mirpur,Kallyanpur
440,"Darussalam, Mirpur, Dhaka",7500000,Apartment,3,3,1245,23.7792,90.35374,Mirpur,Darussalam
441,"Mirbag Notun Rasta, Maghbazar, Dhaka",5000000,Apartment,3,2,950,23.82284,90.37905,Maghbazar,Mirbag Notun Rasta
442,"Hossain Saheb Goli, Zafrabad, Dhaka",4000000,Apartment,3,3,1225,23.71875,90.36767,Zafrabad,Hossain Saheb Goli
443,"Manda, Mugdapara, Dhaka",3600000,Apartment,2,2,550,23.72813,90.42969,Mugdapara,Manda
444,"Darussalam, Mirpur, Dhaka",7500000,Apartment,3,3,1245,23.7792,90.35374,Mirpur,Darussalam
445,"Asad Avenue, Mohammadpur, Dhaka",35000000,Apartment,3,3,2500,23.76114,90.37217,Mohammadpur,Asad Avenue
